Codigo region;Region;Codigo provincia;Provincia;Codigo comuna;Comuna;Sexo;Anos de escolaridad promedio;Anos de escolaridad promedio para la poblacion de 18 anos o mas
13;Metropolitana de Santiago;131;Santiago;13127;Recoleta;Hombre;10,2;11,9
13;Metropolitana de Santiago;131;Santiago;13127;Recoleta;Mujer;10,2;11,7
13;Metropolitana de Santiago;131;Santiago;13128;Renca;Total Comuna;9,5;11,2
13;Metropolitana de Santiago;131;Santiago;13128;Renca;Hombre;9,5;11,3
13;Metropolitana de Santiago;131;Santiago;13128;Renca;Mujer;9,5;11,1
13;Metropolitana de Santiago;131;Santiago;13129;San Joaquín;Total Comuna;10,6;12,1
13;Metropolitana de Santiago;131;Santiago;13129;San Joaquín;Hombre;10,6;12,3
13;Metropolitana de Santiago;131;Santiago;13129;San Joaquín;Mujer;10,6;12,0
13;Metropolitana de Santiago;131;Santiago;13130;San Miguel;Total Comuna;12,3;14,3
13;Metropolitana de Santiago;131;Santiago;13130;San Miguel;Hombre;12,2;14,4
13;Metropolitana de Santiago;131;Santiago;13130;San Miguel;Mujer;12,3;14,1
13;Metropolitana de Santiago;131;Santiago;13131;San Ramón;Total Comuna;9,5;10,9
13;Metropolitana de Santiago;131;Santiago;13131;San Ramón;Hombre;9,5;11,0
13;Metropolitana de Santiago;131;Santiago;13131;San Ramón;Mujer;9,5;10,8
13;Metropolitana de Santiago;131;Santiago;13132;Vitacura;Total Comuna;13,4;16,0
13;Metropolitana de Santiago;131;Santiago;13132;Vitacura;Hombre;13,7;16,7
13;Metropolitana de Santiago;131;Santiago;13132;Vitacura;Mujer;13,2;15,5
13;Metropolitana de Santiago;132;Cordillera;13201;Puente Alto;Total Comuna;10,4;12,3
13;Metropolitana de Santiago;132;Cordillera;13201;Puente Alto;Hombre;10,4;12,3
13;Metropolitana de Santiago;132;Cordillera;13201;Puente Alto;Mujer;10,5;12,2
13;Metropolitana de Santiago;132;Cordillera;13202;Pirque;Total Comuna;10,6;12,5
13;Metropolitana de Santiago;132;Cordillera;13202;Pirque;Hombre;10,4;12,4
13;Metropolitana de Santiago;132;Cordillera;13202;Pirque;Mujer;10,7;12,6
13;Metropolitana de Santiago;132;Cordillera;13203;San José de Maipo;Total Comuna;10,6;12,4
13;Metropolitana de Santiago;132;Cordillera;13203;San José de Maipo;Hombre;10,5;12,3
13;Metropolitana de Santiago;132;Cordillera;13203;San José de Maipo;Mujer;10,8;12,5
13;Metropolitana de Santiago;133;Chacabuco;13301;Colina;Total Comuna;10,1;12,6
13;Metropolitana de Santiago;133;Chacabuco;13301;Colina;Hombre;10,0;12,6
13;Metropolitana de Santiago;133;Chacabuco;13301;Colina;Mujer;10,2;12,7
13;Metropolitana de Santiago;133;Chacabuco;13302;Lampa;Total Comuna;9,8;12,2
13;Metropolitana de Santiago;133;Chacabuco;13302;Lampa;Hombre;9,6;12,1
13;Metropolitana de Santiago;133;Chacabuco;13302;Lampa;Mujer;9,9;12,3
13;Metropolitana de Santiago;133;Chacabuco;13303;Tiltil;Total Comuna;9,7;11,5
13;Metropolitana de Santiago;133;Chacabuco;13303;Tiltil;Hombre;9,6;11,5
13;Metropolitana de Santiago;133;Chacabuco;13303;Tiltil;Mujer;9,8;11,6
13;Metropolitana de Santiago;134;Maipo;13401;San Bernardo;Total Comuna;9,9;11,8
13;Metropolitana de Santiago;134;Maipo;13401;San Bernardo;Hombre;9,8;11,8
13;Metropolitana de Santiago;134;Maipo;13401;San Bernardo;Mujer;10,0;11,7
13;Metropolitana de Santiago;134;Maipo;13402;Buin;Total Comuna;10,2;12,3
13;Metropolitana de Santiago;134;Maipo;13402;Buin;Hombre;10,1;12,3
13;Metropolitana de Santiago;134;Maipo;13402;Buin;Mujer;10,3;12,3
13;Metropolitana de Santiago;134;Maipo;13403;Calera de Tango;Total Comuna;10,4;12,1
13;Metropolitana de Santiago;134;Maipo;13403;Calera de Tango;Hombre;10,3;12,1
13;Metropolitana de Santiago;134;Maipo;13403;Calera de Tango;Mujer;10,4;12,1
13;Metropolitana de Santiago;134;Maipo;13404;Paine;Total Comuna;9,6;11,4
13;Metropolitana de Santiago;134;Maipo;13404;Paine;Hombre;9,5;11,3
13;Metropolitana de Santiago;134;Maipo;13404;Paine;Mujer;9,8;11,4
13;Metropolitana de Santiago;135;Melipilla;13501;Melipilla;Total Comuna;9,6;11,3
13;Metropolitana de Santiago;135;Melipilla;13501;Melipilla;Hombre;9,4;11,1
13;Metropolitana de Santiago;135;Melipilla;13501;Melipilla;Mujer;9,7;11,4
13;Metropolitana de Santiago;135;Melipilla;13502;Alhué;Total Comuna;9,2;10,9
13;Metropolitana de Santiago;135;Melipilla;13502;Alhué;Hombre;9,0;10,8
13;Metropolitana de Santiago;135;Melipilla;13502;Alhué;Mujer;9,3;11,0
13;Metropolitana de Santiago;135;Melipilla;13503;Curacaví;Total Comuna;10,0;11,7
13;Metropolitana de Santiago;135;Melipilla;13503;Curacaví;Hombre;9,9;11,6
13;Metropolitana de Santiago;135;Melipilla;13503;Curacaví;Mujer;10,1;11,8
13;Metropolitana de Santiago;135;Melipilla;13504;María Pinto;Total Comuna;9,3;10,8
13;Metropolitana de Santiago;135;Melipilla;13504;María Pinto;Hombre;9,1;10,7
13;Metropolitana de Santiago;135;Melipilla;13504;María Pinto;Mujer;9,4;11,0
13;Metropolitana de Santiago;135;Melipilla;13505;San Pedro;Total Comuna;8,6;10,0
13;Metropolitana de Santiago;135;Melipilla;13505;San Pedro;Hombre;8,5;9,8
13;Metropolitana de Santiago;135;Melipilla;13505;San Pedro;Mujer;8,8;10,2
13;Metropolitana de Santiago;136;Talagante;13601;Talagante;Total Comuna;10,1;12,0
13;Metropolitana de Santiago;136;Talagante;13601;Talagante;Hombre;10,1;12,0
13;Metropolitana de Santiago;136;Talagante;13601;Talagante;Mujer;10,2;12,0
13;Metropolitana de Santiago;136;Talagante;13602;El Monte;Total Comuna;9,4;11,1
13;Metropolitana de Santiago;136;Talagante;13602;El Monte;Hombre;9,3;11,1
13;Metropolitana de Santiago;136;Talagante;13602;El Monte;Mujer;9,6;11,2
13;Metropolitana de Santiago;136;Talagante;13603;Isla de Maipo;Total Comuna;9,7;11,4
13;Metropolitana de Santiago;136;Talagante;13603;Isla de Maipo;Hombre;9,6;11,3
13;Metropolitana de Santiago;136;Talagante;13603;Isla de Maipo;Mujer;9,8;11,4
13;Metropolitana de Santiago;136;Talagante;13604;Padre Hurtado;Total Comuna;10,1;12,3
13;Metropolitana de Santiago;136;Talagante;13604;Padre Hurtado;Hombre;10,0;12,3
13;Metropolitana de Santiago;136;Talagante;13604;Padre Hurtado;Mujer;10,2;12,2
13;Metropolitana de Santiago;136;Talagante;13605;Peñaflor;Total Comuna;10,3;12,1
13;Metropolitana de Santiago;136;Talagante;13605;Peñaflor;Hombre;10,3;12,2
13;Metropolitana de Santiago;136;Talagante;13605;Peñaflor;Mujer;10,3;12,1
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6101;Rancagua;Total Comuna;10,5;12,2
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6101;Rancagua;Hombre;10,4;12,3
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6101;Rancagua;Mujer;10,5;12,2
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6102;Codegua;Total Comuna;9,3;10,8
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6102;Codegua;Hombre;9,2;10,7
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6102;Codegua;Mujer;9,4;10,9
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6103;Coinco;Total Comuna;9,3;10,6
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6103;Coinco;Hombre;9,1;10,5
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6103;Coinco;Mujer;9,4;10,8
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6104;Coltauco;Total Comuna;9,0;10,3
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6104;Coltauco;Hombre;8,8;10,1
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6104;Coltauco;Mujer;9,1;10,5
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6105;Doñihue;Total Comuna;9,7;11,3
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6105;Doñihue;Hombre;9,6;11,2
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6105;Doñihue;Mujer;9,8;11,4
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6106;Graneros;Total Comuna;9,7;11,5
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6106;Graneros;Hombre;9,6;11,5
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6106;Graneros;Mujer;9,8;11,5
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6107;Las Cabras;Total Comuna;8,9;10,3
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6107;Las Cabras;Hombre;8,7;10,1
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6107;Las Cabras;Mujer;9,1;10,5
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6108;Machalí;Total Comuna;11,0;13,4
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6108;Machalí;Hombre;11,0;13,6
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6108;Machalí;Mujer;11,1;13,3
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6109;Malloa;Total Comuna;9,0;10,2
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6109;Malloa;Hombre;8,8;10,0
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6109;Malloa;Mujer;9,2;10,5
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6110;Mostazal;Total Comuna;9,4;10,9
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6110;Mostazal;Hombre;9,3;10,9
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6110;Mostazal;Mujer;9,4;11,0
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6111;Olivar;Total Comuna;9,7;11,2
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6111;Olivar;Hombre;9,6;11,1
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6111;Olivar;Mujer;9,8;11,3
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6112;Peumo;Total Comuna;9,1;10,5
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6112;Peumo;Hombre;8,9;10,3
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6112;Peumo;Mujer;9,3;10,6
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6113;Pichidegua;Total Comuna;8,7;9,9
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6113;Pichidegua;Hombre;8,5;9,7
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6113;Pichidegua;Mujer;9,0;10,2
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6114;Quinta de Tilcoco;Total Comuna;9,1;10,5
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6114;Quinta de Tilcoco;Hombre;8,8;10,1
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6114;Quinta de Tilcoco;Mujer;9,4;10,8
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6115;Rengo;Total Comuna;9,5;11,1
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6115;Rengo;Hombre;9,3;11,0
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6115;Rengo;Mujer;9,6;11,2
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6116;Requínoa;Total Comuna;9,4;11,1
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6116;Requínoa;Hombre;9,3;11,0
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6116;Requínoa;Mujer;9,5;11,1
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6117;San Vicente;Total Comuna;9,5;11,0
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6117;San Vicente;Hombre;9,3;10,8
6;Libertador General Bernardo O'Higgins;61;Cachapoal;6117;San Vicente;Mujer;9,8;11,2
6;Libertador General Bernardo O'Higgins;62;Cardenal Caro;6201;Pichilemu;Total Comuna;10,1;11,8
6;Libertador General Bernardo O'Higgins;62;Cardenal Caro;6201;Pichilemu;Hombre;9,9;11,6
6;Libertador General Bernardo O'Higgins;62;Cardenal Caro;6201;Pichilemu;Mujer;10,3;11,9
6;Libertador General Bernardo O'Higgins;62;Cardenal Caro;6202;La Estrella;Total Comuna;9,1;10,3
6;Libertador General Bernardo O'Higgins;62;Cardenal Caro;6202;La Estrella;Hombre;9,1;10,3
6;Libertador General Bernardo O'Higgins;62;Cardenal Caro;6202;La Estrella;Mujer;9,2;10,4
6;Libertador General Bernardo O'Higgins;62;Cardenal Caro;6203;Litueche;Total Comuna;9,2;10,6
6;Libertador General Bernardo O'Higgins;62;Cardenal Caro;6203;Litueche;Hombre;9,0;10,4
6;Libertador General Bernardo O'Higgins;62;Cardenal Caro;6203;Litueche;Mujer;9,4;10,8
6;Libertador General Bernardo O'Higgins;62;Cardenal Caro;6204;Marchihue;Total Comuna;8,9;10,1
6;Libertador General Bernardo O'Higgins;62;Cardenal Caro;6204;Marchihue;Hombre;8,7;9,9
6;Libertador General Bernardo O'Higgins;62;Cardenal Caro;6204;Marchihue;Mujer;9,2;10,3
6;Libertador General Bernardo O'Higgins;62;Cardenal Caro;6205;Navidad;Total Comuna;9,5;10,9
6;Libertador General Bernardo O'Higgins;62;Cardenal Caro;6205;Navidad;Hombre;9,3;10,7
6;Libertador General Bernardo O'Higgins;62;Cardenal Caro;6205;Navidad;Mujer;9,8;11,2
6;Libertador General Bernardo O'Higgins;62;Cardenal Caro;6206;Paredones;Total Comuna;8,3;9,3
6;Libertador General Bernardo O'Higgins;62;Cardenal Caro;6206;Paredones;Hombre;8,2;9,0
6;Libertador General Bernardo O'Higgins;62;Cardenal Caro;6206;Paredones;Mujer;8,5;9,5
6;Libertador General Bernardo O'Higgins;63;Colchagua;6301;San Fernando;Total Comuna;9,9;11,7
6;Libertador General Bernardo O'Higgins;63;Colchagua;6301;San Fernando;Hombre;9,8;11,6
6;Libertador General Bernardo O'Higgins;63;Colchagua;6301;San Fernando;Mujer;10,1;11,8
6;Libertador General Bernardo O'Higgins;63;Colchagua;6302;Chépica;Total Comuna;8,7;9,8
6;Libertador General Bernardo O'Higgins;63;Colchagua;6302;Chépica;Hombre;8,4;9,6
6;Libertador General Bernardo O'Higgins;63;Colchagua;6302;Chépica;Mujer;8,9;10,1
6;Libertador General Bernardo O'Higgins;63;Colchagua;6303;Chimbarongo;Total Comuna;8,9;10,3
6;Libertador General Bernardo O'Higgins;63;Colchagua;6303;Chimbarongo;Hombre;8,8;10,1
6;Libertador General Bernardo O'Higgins;63;Colchagua;6303;Chimbarongo;Mujer;9,1;10,5
6;Libertador General Bernardo O'Higgins;63;Colchagua;6304;Lolol;Total Comuna;8,8;9,8
6;Libertador General Bernardo O'Higgins;63;Colchagua;6304;Lolol;Hombre;8,6;9,7
6;Libertador General Bernardo O'Higgins;63;Colchagua;6304;Lolol;Mujer;8,9;10,0
6;Libertador General Bernardo O'Higgins;63;Colchagua;6305;Nancagua;Total Comuna;9,1;10,5
6;Libertador General Bernardo O'Higgins;63;Colchagua;6305;Nancagua;Hombre;8,9;10,4
6;Libertador General Bernardo O'Higgins;63;Colchagua;6305;Nancagua;Mujer;9,3;10,6
6;Libertador General Bernardo O'Higgins;63;Colchagua;6306;Palmilla;Total Comuna;8,9;10,1
6;Libertador General Bernardo O'Higgins;63;Colchagua;6306;Palmilla;Hombre;8,7;9,9
6;Libertador General Bernardo O'Higgins;63;Colchagua;6306;Palmilla;Mujer;9,1;10,2
6;Libertador General Bernardo O'Higgins;63;Colchagua;6307;Peralillo;Total Comuna;9,2;10,5
6;Libertador General Bernardo O'Higgins;63;Colchagua;6307;Peralillo;Hombre;9,0;10,3
6;Libertador General Bernardo O'Higgins;63;Colchagua;6307;Peralillo;Mujer;9,4;10,7
6;Libertador General Bernardo O'Higgins;63;Colchagua;6308;Placilla;Total Comuna;9,0;10,3
6;Libertador General Bernardo O'Higgins;63;Colchagua;6308;Placilla;Hombre;8,8;10,1
6;Libertador General Bernardo O'Higgins;63;Colchagua;6308;Placilla;Mujer;9,2;10,5
6;Libertador General Bernardo O'Higgins;63;Colchagua;6309;Pumanque;Total Comuna;8,8;9,8
6;Libertador General Bernardo O'Higgins;63;Colchagua;6309;Pumanque;Hombre;8,6;9,6
6;Libertador General Bernardo O'Higgins;63;Colchagua;6309;Pumanque;Mujer;9,0;10,0
6;Libertador General Bernardo O'Higgins;63;Colchagua;6310;Santa Cruz;Total Comuna;9,7;11,3
6;Libertador General Bernardo O'Higgins;63;Colchagua;6310;Santa Cruz;Hombre;9,5;11,1
6;Libertador General Bernardo O'Higgins;63;Colchagua;6310;Santa Cruz;Mujer;9,9;11,4
7;Maule;71;Talca;7101;Talca;Total Comuna;10,6;12,4
7;Maule;71;Talca;7101;Talca;Hombre;10,5;12,4
7;Maule;71;Talca;7101;Talca;Mujer;10,8;12,5
7;Maule;71;Talca;7102;Constitución;Total Comuna;9,2;10,8
7;Maule;71;Talca;7102;Constitución;Hombre;9,0;10,7
7;Maule;71;Talca;7102;Constitución;Mujer;9,4;11,0
7;Maule;71;Talca;7103;Curepto;Total Comuna;8,5;9,3
7;Maule;71;Talca;7103;Curepto;Hombre;8,3;9,1
7;Maule;71;Talca;7103;Curepto;Mujer;8,7;9,5
7;Maule;71;Talca;7104;Empedrado;Total Comuna;8,2;9,3
7;Maule;71;Talca;7104;Empedrado;Hombre;7,8;8,9
7;Maule;71;Talca;7104;Empedrado;Mujer;8,6;9,7
7;Maule;71;Talca;7105;Maule;Total Comuna;9,8;12,0
7;Maule;71;Talca;7105;Maule;Hombre;9,5;11,7
7;Maule;71;Talca;7105;Maule;Mujer;10,0;12,1
7;Maule;71;Talca;7106;Pelarco;Total Comuna;8,8;10,1
7;Maule;71;Talca;7106;Pelarco;Hombre;8,4;9,7
7;Maule;71;Talca;7106;Pelarco;Mujer;9,1;10,4
7;Maule;71;Talca;7107;Pencahue;Total Comuna;8,9;10,1
7;Maule;71;Talca;7107;Pencahue;Hombre;8,7;9,8
7;Maule;71;Talca;7107;Pencahue;Mujer;9,2;10,4
7;Maule;71;Talca;7108;Río Claro;Total Comuna;8,4;9,5
7;Maule;71;Talca;7108;Río Claro;Hombre;8,1;9,2
7;Maule;71;Talca;7108;Río Claro;Mujer;8,6;9,7
7;Maule;71;Talca;7109;San Clemente;Total Comuna;8,7;10,1
7;Maule;71;Talca;7109;San Clemente;Hombre;8,4;9,8
7;Maule;71;Talca;7109;San Clemente;Mujer;8,9;10,3
7;Maule;71;Talca;7110;San Rafael;Total Comuna;8,9;10,3
7;Maule;71;Talca;7110;San Rafael;Hombre;8,7;10,1
7;Maule;71;Talca;7110;San Rafael;Mujer;9,1;10,5
7;Maule;72;Cauquenes;7201;Cauquenes;Total Comuna;9,1;10,5
7;Maule;72;Cauquenes;7201;Cauquenes;Hombre;8,9;10,2
7;Maule;72;Cauquenes;7201;Cauquenes;Mujer;9,4;10,7
7;Maule;72;Cauquenes;7202;Chanco;Total Comuna;8,4;9,4
7;Maule;72;Cauquenes;7202;Chanco;Hombre;8,1;9,1
7;Maule;72;Cauquenes;7202;Chanco;Mujer;8,6;9,7
7;Maule;72;Cauquenes;7203;Pelluhue;Total Comuna;9,3;10,7
7;Maule;72;Cauquenes;7203;Pelluhue;Hombre;9,0;10,4
7;Maule;72;Cauquenes;7203;Pelluhue;Mujer;9,6;11,0
7;Maule;73;Curicó;7301;Curicó;Total Comuna;10,0;11,8
7;Maule;73;Curicó;7301;Curicó;Hombre;9,9;11,7
7;Maule;73;Curicó;7301;Curicó;Mujer;10,1;11,8
7;Maule;73;Curicó;7302;Hualañé;Total Comuna;8,7;9,9
7;Maule;73;Curicó;7302;Hualañé;Hombre;8,4;9,6
7;Maule;73;Curicó;7302;Hualañé;Mujer;9,1;10,2
7;Maule;73;Curicó;7303;Licantén;Total Comuna;9,4;10,6
7;Maule;73;Curicó;7303;Licantén;Hombre;9,2;10,4
7;Maule;73;Curicó;7303;Licantén;Mujer;9,5;10,9
7;Maule;73;Curicó;7304;Molina;Total Comuna;9,2;10,6
7;Maule;73;Curicó;7304;Molina;Hombre;9,0;10,5
7;Maule;73;Curicó;7304;Molina;Mujer;9,4;10,7
7;Maule;73;Curicó;7305;Rauco;Total Comuna;8,8;10,1
7;Maule;73;Curicó;7305;Rauco;Hombre;8,7;9,9
7;Maule;73;Curicó;7305;Rauco;Mujer;9,0;10,3
7;Maule;73;Curicó;7306;Romeral;Total Comuna;9,0;10,4
7;Maule;73;Curicó;7306;Romeral;Hombre;8,9;10,3
7;Maule;73;Curicó;7306;Romeral;Mujer;9,2;10,6
7;Maule;73;Curicó;7307;Sagrada Familia;Total Comuna;8,6;9,8
7;Maule;73;Curicó;7307;Sagrada Familia;Hombre;8,4;9,5
7;Maule;73;Curicó;7307;Sagrada Familia;Mujer;8,8;10,0
7;Maule;73;Curicó;7308;Teno;Total Comuna;8,7;9,9
7;Maule;73;Curicó;7308;Teno;Hombre;8,5;9,6
7;Maule;73;Curicó;7308;Teno;Mujer;8,8;10,1
7;Maule;73;Curicó;7309;Vichuquén;Total Comuna;9,2;10,3
7;Maule;73;Curicó;7309;Vichuquén;Hombre;8,9;10,0
7;Maule;73;Curicó;7309;Vichuquén;Mujer;9,4;10,5
7;Maule;74;Linares;7401;Linares;Total Comuna;9,8;11,4
7;Maule;74;Linares;7401;Linares;Hombre;9,6;11,3
7;Maule;74;Linares;7401;Linares;Mujer;10,0;11,6
7;Maule;74;Linares;7402;Colbún;Total Comuna;8,8;10,2
7;Maule;74;Linares;7402;Colbún;Hombre;8,5;9,9
7;Maule;74;Linares;7402;Colbún;Mujer;9,1;10,4
7;Maule;74;Linares;7403;Longaví;Total Comuna;8,3;9,5
7;Maule;74;Linares;7403;Longaví;Hombre;8,1;9,2
7;Maule;74;Linares;7403;Longaví;Mujer;8,6;9,7
7;Maule;74;Linares;7404;Parral;Total Comuna;9,1;10,6
7;Maule;74;Linares;7404;Parral;Hombre;8,9;10,4
7;Maule;74;Linares;7404;Parral;Mujer;9,3;10,7
7;Maule;74;Linares;7405;Retiro;Total Comuna;8,4;9,6
7;Maule;74;Linares;7405;Retiro;Hombre;8,2;9,3
7;Maule;74;Linares;7405;Retiro;Mujer;8,7;9,9
7;Maule;74;Linares;7406;San Javier;Total Comuna;9,0;10,6
7;Maule;74;Linares;7406;San Javier;Hombre;8,8;10,4
7;Maule;74;Linares;7406;San Javier;Mujer;9,2;10,7
7;Maule;74;Linares;7407;Villa Alegre;Total Comuna;8,8;10,2
7;Maule;74;Linares;7407;Villa Alegre;Hombre;8,6;10,0
7;Maule;74;Linares;7407;Villa Alegre;Mujer;9,1;10,4
7;Maule;74;Linares;7408;Yerbas Buenas;Total Comuna;8,4;9,6
7;Maule;74;Linares;7408;Yerbas Buenas;Hombre;8,1;9,3
7;Maule;74;Linares;7408;Yerbas Buenas;Mujer;8,6;9,8
16;Ñuble;161;Diguillín;16101;Chillán;Total Comuna;10,6;12,3
16;Ñuble;161;Diguillín;16101;Chillán;Hombre;10,4;12,3
16;Ñuble;161;Diguillín;16101;Chillán;Mujer;10,7;12,3
16;Ñuble;161;Diguillín;16102;Bulnes;Total Comuna;9,2;10,5
16;Ñuble;161;Diguillín;16102;Bulnes;Hombre;9,0;10,4
16;Ñuble;161;Diguillín;16102;Bulnes;Mujer;9,3;10,6
16;Ñuble;161;Diguillín;16103;Chillán Viejo;Total Comuna;9,9;11,6
16;Ñuble;161;Diguillín;16103;Chillán Viejo;Hombre;9,7;11,5
16;Ñuble;161;Diguillín;16103;Chillán Viejo;Mujer;10,1;11,7
16;Ñuble;161;Diguillín;16104;El Carmen;Total Comuna;8,6;9,7
16;Ñuble;161;Diguillín;16104;El Carmen;Hombre;8,3;9,4
16;Ñuble;161;Diguillín;16104;El Carmen;Mujer;8,8;9,9
16;Ñuble;161;Diguillín;16105;Pemuco;Total Comuna;8,7;9,9
16;Ñuble;161;Diguillín;16105;Pemuco;Hombre;8,4;9,6
16;Ñuble;161;Diguillín;16105;Pemuco;Mujer;8,9;10,1
16;Ñuble;161;Diguillín;16106;Pinto;Total Comuna;9,2;10,5
16;Ñuble;161;Diguillín;16106;Pinto;Hombre;9,0;10,2
16;Ñuble;161;Diguillín;16106;Pinto;Mujer;9,5;10,7
16;Ñuble;161;Diguillín;16107;Quillón;Total Comuna;9,1;10,3
16;Ñuble;161;Diguillín;16107;Quillón;Hombre;9,0;10,2
16;Ñuble;161;Diguillín;16107;Quillón;Mujer;9,2;10,3
16;Ñuble;161;Diguillín;16108;San Ignacio;Total Comuna;8,6;9,7
16;Ñuble;161;Diguillín;16108;San Ignacio;Hombre;8,4;9,5
16;Ñuble;161;Diguillín;16108;San Ignacio;Mujer;8,8;9,9
16;Ñuble;161;Diguillín;16109;Yungay;Total Comuna;9,3;10,6
16;Ñuble;161;Diguillín;16109;Yungay;Hombre;9,2;10,6
16;Ñuble;161;Diguillín;16109;Yungay;Mujer;9,4;10,6
16;Ñuble;162;Itata;16201;Quirihue;Total Comuna;9,0;10,2
16;Ñuble;162;Itata;16201;Quirihue;Hombre;8,7;9,8
16;Ñuble;162;Itata;16201;Quirihue;Mujer;9,3;10,5
16;Ñuble;162;Itata;16202;Cobquecura;Total Comuna;8,9;9,8
16;Ñuble;162;Itata;16202;Cobquecura;Hombre;8,5;9,4
16;Ñuble;162;Itata;16202;Cobquecura;Mujer;9,3;10,2
16;Ñuble;162;Itata;16203;Coelemu;Total Comuna;9,1;10,3
16;Ñuble;162;Itata;16203;Coelemu;Hombre;8,8;10,1
16;Ñuble;162;Itata;16203;Coelemu;Mujer;9,3;10,5
16;Ñuble;162;Itata;16204;Ninhue;Total Comuna;8,4;9,3
16;Ñuble;162;Itata;16204;Ninhue;Hombre;8,2;9,0
16;Ñuble;162;Itata;16204;Ninhue;Mujer;8,6;9,6
16;Ñuble;162;Itata;16205;Portezuelo;Total Comuna;8,4;9,3
16;Ñuble;162;Itata;16205;Portezuelo;Hombre;8,2;9,1
16;Ñuble;162;Itata;16205;Portezuelo;Mujer;8,6;9,6
16;Ñuble;162;Itata;16206;Ránquil;Total Comuna;8,8;9,9
16;Ñuble;162;Itata;16206;Ránquil;Hombre;8,6;9,8
16;Ñuble;162;Itata;16206;Ránquil;Mujer;9,0;10,1
16;Ñuble;162;Itata;16207;Trehuaco;Total Comuna;8,7;9,8
16;Ñuble;162;Itata;16207;Trehuaco;Hombre;8,4;9,5
16;Ñuble;162;Itata;16207;Trehuaco;Mujer;9,1;10,1
16;Ñuble;163;Punilla;16301;San Carlos;Total Comuna;9,2;10,5
16;Ñuble;163;Punilla;16301;San Carlos;Hombre;9,0;10,4
16;Ñuble;163;Punilla;16301;San Carlos;Mujer;9,4;10,7
16;Ñuble;163;Punilla;16302;Coihueco;Total Comuna;8,7;10,0
16;Ñuble;163;Punilla;16302;Coihueco;Hombre;8,4;9,7
16;Ñuble;163;Punilla;16302;Coihueco;Mujer;8,9;10,3
16;Ñuble;163;Punilla;16303;Ñiquén;Total Comuna;8,3;9,2
16;Ñuble;163;Punilla;16303;Ñiquén;Hombre;8,1;9,0
16;Ñuble;163;Punilla;16303;Ñiquén;Mujer;8,5;9,5
16;Ñuble;163;Punilla;16304;San Fabián;Total Comuna;9,1;10,5
16;Ñuble;163;Punilla;16304;San Fabián;Hombre;8,9;10,3
16;Ñuble;163;Punilla;16304;San Fabián;Mujer;9,4;10,7
16;Ñuble;163;Punilla;16305;San Nicolás;Total Comuna;8,9;10,1
